casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2,sci_issues7,sci_irt7
1542,2,1,0,0,0,0,0,0,1,0,0,0,0,47.07,9999,9999,1,1,1,1,NA,NA
6640,2,1,0,0,0,1,0,0,9999,9999,9999,9999,9999,59.15,9999,9999,9999,9999,9999,9999,NA,NA
2543,2,0,0,9999,1,0,0,0,9999,9999,9999,9999,9999,45.72,9999,9999,9999,9999,9999,9999,NA,NA
5046,2,0,0,1,0,0,0,0,1,1,1,1,0,66.44,76.99,9999,0.67,0,0.44,0,NA,NA
3802,2,1,0,0,1,1,0,0,9999,9999,9999,9999,9999,62.55,9999,9999,9999,9999,9999,9999,NA,NA
5365,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,66.47,9999,9999,9999,9999,9999,9999,NA,NA
6286,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,66.48,9999,9999,9999,9999,9999,9999,NA,NA
1320,2,0,0,0,0,1,1,1,9999,9999,9999,9999,9999,60.48,9999,9999,9999,9999,9999,9999,NA,NA
1646,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,62.23,9999,9999,9999,9999,9999,9999,NA,NA
2724,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,37.77,9999,9999,9999,9999,9999,9999,NA,NA
4966,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,68.77,9999,9999,9999,9999,9999,9999,NA,NA
3684,2,0,0,0,0,0,0,1,9999,9999,9999,9999,9999,47.94,9999,9999,9999,9999,9999,9999,NA,NA
3556,2,0,9999,0,1,1,0,0,9999,9999,9999,9999,9999,55.83,9999,9999,9999,9999,9999,9999,NA,NA
3355,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,66.32,9999,9999,9999,9999,9999,9999,NA,NA
4844,2,0,0,0,0,0,0,1,9999,9999,9999,9999,9999,47.43,9999,9999,9999,9999,9999,9999,NA,NA
2465,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,54.31,9999,9999,9999,9999,9999,9999,NA,NA
2757,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,53.96,9999,9999,9999,9999,9999,9999,NA,NA
6156,2,1,9999,1,0,0,1,1,1,0,0,0,0,59.3,9999,9999,9999,9999,9999,9999,NA,NA
6197,2,1,1,0,0,1,1,0,9999,9999,9999,9999,9999,40.41,9999,9999,9999,9999,9999,9999,NA,NA
4028,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,59.65,9999,9999,9999,9999,9999,9999,NA,NA
2610,2,1,0,1,1,0,0,1,9999,9999,9999,9999,9999,59.75,9999,9999,9999,9999,9999,9999,NA,NA
6789,2,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,63.21,9999,9999,9999,9999,9999,9999,NA,NA
4268,2,0,0,1,1,1,1,1,1,1,1,1,1,63.48,70.23,9999,1,1,1,1,NA,NA
6695,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,54.3,9999,9999,9999,9999,9999,9999,NA,NA
3223,2,0,0,1,1,1,0,0,9999,9999,9999,9999,9999,51.8,9999,9999,9999,9999,9999,9999,NA,NA
1742,2,0,0,1,1,9999,1,1,9999,9999,9999,9999,9999,54.69,9999,9999,9999,9999,9999,9999,NA,NA
4914,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,59.49,9999,9999,9999,9999,9999,9999,NA,NA
6870,2,1,0,0,0,0,0,0,1,0,0,1,0,58,53.11,9999,1,1,1,1,NA,NA
6595,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,60.31,9999,9999,9999,9999,9999,9999,NA,NA
4562,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,63.93,9999,9999,9999,9999,9999,9999,NA,NA
5129,2,1,0,0,0,0,0,1,9999,9999,9999,9999,9999,56.39,9999,9999,9999,9999,9999,9999,NA,NA
4452,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,51.31,9999,9999,9999,9999,9999,9999,NA,NA
4435,2,1,1,1,1,1,1,1,0,0,0,0,0,50.81,54.36,9999,1,1,0.71,0,NA,NA
3925,2,1,0,0,1,1,1,1,9999,9999,9999,9999,9999,55.55,9999,9999,9999,9999,9999,9999,NA,NA
2647,2,0,0,0,0,9999,0,0,9999,9999,9999,9999,9999,52.16,9999,9999,9999,9999,9999,9999,NA,NA
4246,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,65.07,9999,9999,9999,9999,9999,9999,NA,NA
2755,2,0,0,1,1,1,1,1,0,0,0,0,0,62.71,72.98,9999,1,1,0.44,0,NA,NA
1355,2,0,0,0,0,1,0,0,1,1,1,1,1,68.65,88.96,9999,1,1,1,1,NA,NA
6087,2,0,0,1,1,1,1,1,1,0,0,0,0,75.42,80.89,9999,0.67,0,0.67,0,NA,NA
2316,2,0,0,1,1,1,1,1,1,1,1,1,1,58.03,73.41,9999,1,1,1,1,NA,NA
4369,2,0,0,1,1,1,1,1,1,1,1,1,1,58.56,62.29,9999,1,1,1,1,NA,NA
3183,2,0,0,1,1,0,0,1,1,0,0,1,0,57.83,71,9999,0,0,0.22,0,NA,NA
1261,2,1,0,0,0,0,0,0,0,0,0,0,0,60.52,9999,9999,1,1,1,1,NA,NA
5898,2,1,0,1,0,0,0,0,1,9999,0,0,0,61.49,73.65,77.84,1,1,0.89,0,NA,NA
1636,2,0,1,1,0,0,0,0,9999,9999,9999,9999,9999,50.46,9999,61.05,1,1,1,1,NA,NA
1782,2,1,0,1,0,1,1,1,9999,9999,9999,9999,9999,45.3,9999,9999,9999,9999,9999,9999,NA,NA
3330,2,0,0,0,0,1,0,0,1,1,1,1,1,48.81,62.95,9999,9999,9999,9999,9999,NA,NA
2439,2,0,0,1,0,0,0,0,0,0,0,0,0,63.13,66.01,9999,1,1,1,1,NA,NA
6160,2,1,0,0,0,0,0,0,0,0,0,0,0,64.19,71.95,9999,1,1,1,1,NA,NA
2001,2,0,1,0,1,1,1,1,9999,9999,9999,9999,9999,31.25,9999,9999,9999,9999,9999,9999,NA,NA
3648,2,0,0,0,1,0,1,0,9999,9999,9999,9999,9999,52.23,9999,9999,9999,9999,9999,9999,NA,NA
1570,2,1,0,0,1,0,0,0,1,0,0,0,1,58.85,71.15,9999,1,1,1,1,NA,NA
1910,2,0,0,0,1,1,1,1,1,0,0,1,1,44.63,9999,9999,1,1,1,1,NA,NA
4503,2,0,0,0,0,0,0,0,1,0,1,0,0,70.8,93.59,9999,1,1,1,1,NA,NA
1319,2,1,0,1,0,0,0,1,0,1,1,1,1,47.81,9999,9999,0,0,0.12,0,NA,NA
2198,2,0,0,1,0,9999,0,0,1,1,1,1,1,56.52,77.97,9999,1,1,1,1,NA,NA
6066,2,0,0,1,1,1,1,1,1,1,1,1,1,39.38,45.49,9999,1,1,1,1,NA,NA
4733,2,0,1,0,1,9999,0,1,1,1,0,0,0,59.43,57.25,9999,0.67,0,0.78,0,NA,NA
6596,2,0,1,1,1,1,1,1,1,1,1,1,1,57.44,65.33,9999,1,1,1,1,NA,NA
2673,2,1,0,1,0,1,0,0,1,1,1,9999,0,56.39,76.14,77.94,1,1,1,1,NA,NA
3636,2,0,0,1,1,1,1,1,0,0,0,0,0,53.12,62.05,9999,9999,9999,9999,9999,NA,NA
3111,2,0,0,0,0,0,0,0,1,0,0,0,0,54.9,67,9999,0.33,0,0.11,0,NA,NA
1541,2,0,0,0,0,0,0,1,9999,9999,9999,9999,9999,43.02,9999,9999,0.33,0,0.78,0,NA,NA
5000,2,1,0,0,0,0,0,0,1,0,0,0,0,36.52,42.77,9999,9999,9999,9999,9999,NA,NA
5851,2,0,0,0,0,0,0,0,0,0,1,0,0,45.45,66.94,9999,0,0,0,0,NA,NA
6055,2,0,0,0,1,1,1,1,0,0,0,0,0,34.72,37.5,9999,0,0,0,0,NA,NA
4827,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,41.31,9999,9999,1,1,1,1,NA,NA
6753,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,36.19,9999,9999,0,0,0,0,NA,NA
6634,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,34.44,9999,9999,9999,9999,9999,9999,NA,NA
6159,2,1,0,1,1,1,0,0,0,0,0,0,0,41.18,58.14,9999,1,1,1,1,NA,NA
5207,2,1,0,0,0,0,0,0,1,1,1,0,0,45.58,9999,9999,0,0,0,0,NA,NA
4493,2,1,0,1,0,0,1,1,0,0,0,0,0,50.86,60.75,9999,9999,9999,9999,9999,NA,NA
5159,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,33.38,9999,9999,1,1,1,1,NA,NA
1532,2,0,0,0,0,0,0,0,0,0,0,0,0,34.98,35.93,9999,1,1,1,1,NA,NA
5299,2,0,0,0,0,0,0,0,0,0,0,0,0,31.3,43.85,9999,0,0,0.75,0,NA,NA
4742,2,1,0,1,1,1,0,0,0,0,9999,0,0,36.18,41.21,9999,0,0,0,0,NA,NA
1127,2,0,0,0,0,0,9999,1,9999,9999,9999,9999,9999,33.69,9999,9999,9999,9999,9999,9999,NA,NA
5610,2,1,0,1,1,0,1,1,9999,9999,9999,9999,9999,56.95,9999,9999,9999,9999,9999,9999,NA,NA
4195,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,50.44,9999,9999,9999,9999,9999,9999,NA,NA
1888,2,0,1,0,0,0,0,1,9999,9999,9999,9999,9999,39.48,9999,9999,9999,9999,9999,9999,NA,NA
5352,2,1,0,1,0,1,0,0,0,0,1,0,0,62.16,9999,9999,0.67,0,0.44,0,NA,NA
1897,2,1,0,1,1,0,0,1,1,1,1,0,1,48.21,9999,9999,1,1,0.89,0,NA,NA
6243,2,0,0,1,1,1,0,0,0,1,1,0,0,40.1,59.36,9999,9999,9999,9999,9999,NA,NA
6270,2,0,0,1,1,1,0,1,1,1,1,0,0,34.03,49.73,9999,9999,9999,9999,9999,NA,NA
1483,2,1,0,1,0,0,0,0,0,0,1,0,0,47.49,60.03,9999,9999,9999,9999,9999,NA,NA
1153,2,1,0,1,1,0,1,1,0,0,0,0,0,37.45,48.21,9999,1,1,1,1,NA,NA
2913,2,1,0,1,0,0,0,1,0,0,0,1,0,57.71,9999,65.45,0.67,0,0.22,0,NA,NA
2931,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,31.9,9999,9999,9999,9999,9999,9999,NA,NA
6317,2,0,0,0,0,1,0,1,9999,9999,9999,9999,9999,53.09,9999,9999,1,1,1,1,NA,NA
1775,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,46.4,9999,63.18,1,1,0.89,0,NA,NA
4445,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,38.32,9999,9999,9999,9999,9999,9999,NA,NA
6264,2,1,1,0,1,1,1,1,0,0,1,0,1,63.46,78.39,9999,9999,9999,9999,9999,NA,NA
5246,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,67.5,77,80.33,0.67,0,0.78,0,NA,NA
6884,2,0,0,0,0,0,0,0,0,0,0,0,0,34.36,35.74,9999,0,0,0.75,0,NA,NA
3527,2,0,0,1,1,1,1,0,1,0,0,0,0,43.53,9999,9999,9999,9999,9999,9999,NA,NA
6534,2,1,1,9999,9999,9999,9999,9999,0,0,0,0,0,43.96,41.01,9999,0.33,0,0.33,0,NA,NA
5578,2,0,1,9999,9999,9999,9999,9999,1,1,1,1,1,44.02,67.4,9999,9999,9999,9999,9999,NA,NA
3308,2,0,0,0,9999,1,1,0,1,0,1,1,1,32.39,35.48,34.48,0.33,0,0.78,0,NA,NA
6349,2,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,42.92,36.12,9999,0.33,0,0.56,0,NA,NA
5164,2,1,0,0,9999,9999,9999,9999,0,0,0,1,0,44.55,9999,74.57,0.67,0,0.67,0,NA,NA
1288,2,1,0,0,0,0,0,0,0,0,0,0,0,47.16,9999,9999,0,0,0.12,0,NA,NA
6540,2,1,0,1,0,0,0,0,1,0,0,0,0,44.13,56.18,9999,0,0,0.44,0,NA,NA
1928,2,0,0,1,0,0,1,0,1,9999,1,1,1,56.65,63.66,66.03,1,1,0.88,0,NA,NA
2060,2,0,0,0,0,1,1,0,9999,9999,9999,9999,9999,43.07,30.96,48.4,1,1,0.78,0,NA,NA
5019,2,1,0,0,0,0,0,0,0,1,0,0,0,53.43,72.73,9999,0.67,0,0.67,0,NA,NA
3594,2,0,0,1,1,0,1,1,0,0,0,0,0,35.35,38.94,9999,1,1,1,1,NA,NA
5216,2,0,0,1,0,0,1,1,9999,9999,9999,9999,9999,35.07,46.49,37.38,0,0,0,0,NA,NA
4301,2,0,0,1,0,1,1,0,9999,9999,9999,9999,9999,46.58,9999,9999,1,1,1,1,NA,NA
4866,2,0,0,9999,9999,9999,9999,9999,1,1,1,1,1,48.79,52.67,9999,1,1,1,1,NA,NA
5003,2,1,0,1,0,9999,1,1,0,0,0,0,0,39.78,50.21,36.44,0.33,0,0.11,0,NA,NA
5098,2,1,0,9999,1,0,1,1,1,0,0,0,1,42.93,63.15,9999,0,0,0,0,NA,NA
1231,2,0,9999,1,1,0,0,1,9999,9999,9999,9999,9999,48.17,9999,9999,1,1,1,1,NA,NA
5821,2,1,0,0,0,0,1,0,1,1,1,1,0,41.64,9999,9999,9999,9999,9999,9999,NA,NA
3151,2,0,9999,0,0,1,0,0,9999,9999,9999,9999,9999,39.89,70.34,9999,0.33,0,0.22,0,NA,NA
6206,2,0,0,0,0,0,0,0,1,1,1,0,0,50.02,74.51,9999,1,1,1,1,NA,NA
3855,2,0,0,1,9999,9999,9999,9999,1,1,1,1,1,41.27,71.08,9999,0.33,0,0.56,0,NA,NA
6721,2,0,0,1,1,0,0,1,0,0,0,0,0,30.73,9999,9999,1,1,1,1,NA,NA
2068,2,0,0,0,0,0,0,0,1,0,0,0,0,46.15,9999,9999,0.33,0,0.78,0,NA,NA
1211,2,1,9999,0,0,0,1,0,9999,9999,9999,9999,9999,47.61,9999,9999,9999,9999,9999,9999,NA,NA
5567,2,0,0,1,0,0,0,0,1,0,0,0,0,41.15,40.74,9999,0.33,0,0.67,0,NA,NA
1950,2,0,0,1,1,1,1,1,0,1,1,0,0,36.31,39.48,9999,0.67,0,0.78,0,NA,NA
2695,2,1,0,0,1,1,0,0,0,0,0,0,0,45.5,66.18,9999,0,0,0.22,0,NA,NA
3524,2,0,0,0,0,0,0,0,1,1,1,1,1,39.55,9999,9999,0,0,0.44,0,NA,NA
6212,2,1,0,0,9999,0,0,0,0,0,0,0,0,48.45,9999,9999,1,1,1,1,NA,NA
6569,2,1,0,0,0,0,0,1,9999,9999,9999,9999,9999,42.24,9999,9999,9999,9999,9999,9999,NA,NA
6533,2,1,0,0,1,1,0,0,1,1,1,1,1,37.38,65.4,9999,1,1,1,1,NA,NA
5621,2,0,0,9999,9999,9999,9999,9999,1,1,1,0,1,29.7,37.89,33.01,0.5,0,0.12,0,NA,NA
4506,2,1,0,9999,9999,9999,9999,9999,0,0,1,0,0,50.34,47.86,9999,0.33,0,0.22,0,NA,NA
2976,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,54.68,9999,9999,1,1,1,1,NA,NA
6163,2,0,1,1,0,1,1,0,1,0,1,1,1,34.78,58.36,9999,0.5,0,0.38,0,NA,NA
5039,2,1,1,1,9999,9999,9999,9999,0,0,0,0,0,44.86,42.14,9999,1,1,1,1,NA,NA
5924,2,0,0,1,1,1,1,1,1,1,1,1,1,40,38.79,9999,1,1,0.86,0,NA,NA
3834,2,1,9999,1,1,1,1,1,1,0,1,0,1,53.62,64.57,75.1,0.67,0,0.89,0,NA,NA
4119,2,0,0,9999,9999,9999,9999,9999,0,0,0,0,0,44.99,73.45,85.39,0.67,0,0.67,0,NA,NA
5021,2,0,0,1,1,1,0,1,0,0,1,0,0,42.82,57.46,9999,9999,9999,9999,9999,NA,NA
4893,2,0,0,0,0,0,0,0,0,1,0,0,0,46.74,9999,68.39,1,1,1,1,NA,NA
6309,2,1,1,0,9999,9999,9999,9999,1,1,1,0,1,36.13,9999,9999,1,1,1,1,NA,NA
6880,2,1,0,1,0,0,0,0,1,0,1,1,1,36.47,50.35,9999,9999,9999,9999,9999,NA,NA
1440,2,0,0,1,0,0,0,0,1,0,0,0,0,48.79,67.16,9999,9999,9999,9999,9999,NA,NA
1807,2,1,0,1,1,0,1,1,0,1,0,1,0,33.6,68.27,9999,1,1,1,1,NA,NA
6837,2,0,0,0,1,1,0,0,0,1,1,1,1,42.88,53.52,9999,0.5,0,0.75,0,NA,NA
3534,2,1,0,0,1,0,1,0,1,1,1,1,0,46.85,60.56,9999,1,1,0.89,0,NA,NA
4035,2,1,0,0,0,0,0,0,0,0,0,0,0,46.33,9999,9999,9999,9999,9999,9999,NA,NA
5016,2,0,0,1,9999,1,1,1,1,1,1,0,1,53.16,62.75,9999,1,1,1,1,NA,NA
2669,2,0,0,1,0,0,1,1,0,0,0,0,0,43.79,49.83,9999,0,0,0,0,NA,NA
1296,2,1,0,0,0,0,1,1,1,1,1,1,1,46.19,66.92,9999,1,1,0.71,0,NA,NA
5473,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,65.64,9999,90.01,1,1,1,1,NA,NA
1885,2,1,0,1,1,1,0,0,1,1,1,0,0,43.09,51.67,9999,9999,9999,9999,9999,NA,NA
4229,2,1,0,1,0,0,0,0,1,1,1,1,1,39.58,66.02,9999,1,1,0.71,0,NA,NA
6105,2,0,0,0,0,0,0,1,9999,9999,9999,9999,9999,56.17,70.78,73.76,0.67,0,0.89,0,NA,NA
1142,2,0,0,1,0,0,9999,0,1,1,1,0,0,49.63,64,67.57,0.67,0,0.89,0,NA,NA
5991,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,38.37,9999,9999,9999,9999,9999,9999,NA,NA
5142,2,0,0,1,1,1,0,0,1,1,1,1,0,48.72,56.7,9999,0.67,0,0.33,0,NA,NA
5311,2,1,0,0,0,1,0,1,0,0,0,0,1,54.39,60.37,9999,1,1,1,1,NA,NA
6110,2,0,1,1,0,0,0,1,0,1,0,0,1,34.64,62.36,9999,1,1,0.78,0,NA,NA
5675,2,0,0,1,1,1,0,1,1,1,1,1,1,57.2,71.6,9999,9999,9999,9999,9999,NA,NA
5070,2,0,0,1,0,9999,0,0,1,1,1,1,0,62.41,73.5,82.37,0.67,0,0.89,0,NA,NA
2004,2,1,0,0,0,0,0,0,0,0,0,0,0,55.48,69.12,9999,1,1,1,1,NA,NA
3125,2,1,1,0,1,1,0,1,1,1,1,1,1,49.07,68.34,9999,1,1,1,1,NA,NA
2096,2,0,0,1,1,1,0,1,0,0,0,0,0,47.73,62.42,9999,1,1,0.5,0,NA,NA
5154,2,0,0,1,0,0,1,1,0,1,1,1,1,43.9,75.94,9999,1,1,1,1,NA,NA
3622,2,1,0,0,1,0,1,1,1,1,1,1,1,46.54,58.86,9999,9999,9999,9999,9999,NA,NA
3769,2,1,0,1,1,0,0,1,0,0,0,0,1,47.1,56.19,9999,0.67,0,0.22,0,NA,NA
2632,2,1,0,1,1,1,1,1,1,1,1,1,1,36.53,9999,73.13,0.67,0,0.56,0,NA,NA
2233,2,0,0,0,1,0,1,1,0,0,0,0,0,54.83,78.16,9999,0.33,0,0.33,0,NA,NA
5602,2,1,9999,1,0,0,0,0,0,0,0,0,0,61.64,71.03,73.24,0.5,0,0.75,0,NA,NA
1967,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,64.08,83.75,85.81,1,1,0.89,0,NA,NA
2281,2,0,0,0,0,0,1,1,0,0,1,0,0,34.42,46.04,9999,0,0,0,0,NA,NA
6420,2,0,0,0,0,0,0,0,0,0,1,1,0,53.55,66.12,9999,0,0,0,0,NA,NA
5925,2,1,9999,1,1,9999,1,1,1,1,1,9999,1,50.47,69.32,69.87,1,1,0.78,0,NA,NA
1144,2,0,9999,0,1,1,0,0,0,0,0,0,0,38.27,39.55,9999,1,1,1,1,NA,NA
1808,2,0,0,1,0,0,0,0,1,1,1,1,1,53.26,45.88,9999,1,1,1,1,NA,NA
3794,2,1,0,1,1,1,1,1,1,1,1,1,1,56.06,79.84,9999,1,1,1,1,NA,NA
6518,2,0,1,0,0,1,1,1,9999,9999,9999,9999,9999,56.62,9999,9999,9999,9999,9999,9999,NA,NA
6752,2,1,0,0,0,0,1,0,1,1,1,1,1,54.26,77.41,9999,9999,9999,9999,9999,NA,NA
2816,2,1,0,1,1,1,1,1,0,0,0,0,0,45.04,9999,50.96,9999,9999,9999,9999,NA,NA
6142,2,1,0,0,0,0,0,0,1,0,0,0,0,52.45,64.51,9999,9999,9999,0.17,0,NA,NA
2254,2,0,0,0,0,0,0,1,1,1,1,0,1,49.1,49.14,9999,0,0,0.56,0,NA,NA
3314,2,0,1,0,0,0,0,0,1,1,1,1,0,34.29,57.17,9999,9999,9999,9999,9999,NA,NA
4850,2,0,0,0,1,1,0,0,0,0,0,0,0,40.44,58.45,9999,0.33,0,0.11,0,NA,NA
5075,2,0,9999,0,0,1,0,1,1,0,0,0,0,39.4,49.17,39.55,9999,9999,9999,9999,NA,NA
1170,2,1,9999,1,1,0,1,1,0,0,0,0,0,30.94,35.27,9999,1,1,1,1,NA,NA
2514,2,0,0,1,1,1,1,1,1,1,1,0,0,45.2,62.26,9999,1,1,0.89,0,NA,NA
4410,2,1,0,9999,9999,9999,9999,9999,0,0,0,0,0,47.46,51.24,73.44,0.33,0,0.22,0,NA,NA
6812,2,1,0,1,1,0,0,1,0,0,0,0,0,39.56,43.15,9999,1,1,1,1,NA,NA
6639,2,0,0,0,0,0,1,0,9999,9999,9999,9999,9999,32.53,41.5,9999,1,1,0.89,0,NA,NA
6896,2,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,45.71,9999,9999,9999,9999,9999,9999,NA,NA
4447,2,1,0,1,1,1,1,1,0,0,1,0,0,53.84,70.41,9999,0.67,0,0.67,0,NA,NA
2370,2,1,9999,1,1,0,1,0,1,0,0,0,0,39.95,59.81,63.89,0.67,0,0.78,0,NA,NA
6562,2,1,0,0,0,0,0,0,1,0,1,0,0,53.87,9999,55.44,9999,9999,9999,9999,NA,NA
6257,2,0,9999,1,1,1,1,1,0,1,1,1,0,36.62,64.42,43.42,0.33,0,0.78,0,NA,NA
3305,2,0,9999,0,0,0,0,0,0,0,0,0,0,47.02,52.49,9999,1,1,1,1,NA,NA
6919,2,1,0,0,9999,9999,0,1,0,1,1,0,1,47.74,60.42,9999,0.67,0,0.44,0,NA,NA
2131,2,0,0,0,1,0,0,0,0,0,0,0,0,41.4,44.82,9999,0,0,0,0,NA,NA
2141,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,53.17,9999,9999,1,1,1,1,NA,NA
3652,2,1,0,1,0,1,0,0,1,0,0,0,0,48.13,64.34,9999,0.33,0,0.67,0,NA,NA
6271,2,1,0,0,0,0,0,0,0,0,0,0,0,36.16,44.87,9999,1,1,1,1,NA,NA
3032,2,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,NA,NA
2482,2,1,0,1,9999,0,1,0,1,1,1,1,0,41.44,55.42,9999,0.33,0,0.78,0,NA,NA
1325,2,0,0,1,1,1,1,1,0,0,0,1,1,62.25,63.72,9999,1,1,1,1,NA,NA
5477,2,0,0,1,9999,1,1,1,1,0,1,1,0,71.45,88.65,91.22,0.67,0,0.22,0,NA,NA
5146,2,1,0,1,1,1,0,1,0,0,0,1,1,43.14,60.04,9999,0.67,0,0.67,0,NA,NA
4943,2,1,0,1,1,1,1,1,1,1,1,1,1,64.46,84.64,9999,9999,9999,9999,9999,NA,NA
2831,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,52.38,9999,9999,9999,9999,9999,9999,NA,NA
5611,2,0,0,0,1,1,0,0,0,9999,1,1,0,47.86,70.18,70.67,0.67,0,0.78,0,NA,NA
1460,2,0,0,0,0,1,0,0,1,1,1,1,1,42.64,9999,9999,1,1,1,1,NA,NA
1233,2,0,0,1,1,1,1,1,1,0,0,1,0,52.86,9999,9999,1,1,1,1,NA,NA
2317,2,1,0,1,0,0,0,1,0,0,0,0,0,45.32,59.68,9999,0,0,0.25,0,NA,NA
3130,2,0,0,1,1,1,1,0,9999,9999,9999,9999,9999,42.91,9999,9999,1,1,1,1,NA,NA
4398,2,1,0,1,0,0,0,0,0,0,0,0,0,47.29,60.43,9999,0.33,0,0.78,0,NA,NA
4889,2,1,0,1,1,1,0,1,0,0,9999,0,0,48.97,61.6,62.19,0.33,0,0.33,0,NA,NA
3700,2,1,0,0,0,0,0,0,1,1,1,1,1,57.72,70.06,9999,9999,9999,9999,9999,NA,NA
5613,2,0,0,0,0,0,0,0,1,1,1,1,1,49.52,71.63,9999,1,1,1,1,NA,NA
1242,2,1,0,1,1,0,0,1,0,0,1,0,0,48.59,53.44,9999,0.33,0,0.56,0,NA,NA
3626,2,0,0,1,1,1,1,1,1,1,1,1,0,36.74,55.69,9999,9999,9999,9999,9999,NA,NA
2450,2,0,0,1,9999,1,0,1,1,1,1,0,0,29.89,9999,36.84,0.33,0,0.33,0,NA,NA
2604,2,0,0,1,0,1,1,0,0,0,0,0,0,53.66,9999,9999,0,0,0.71,0,NA,NA
2339,2,1,0,0,0,0,0,0,0,0,0,0,0,49.68,60.82,9999,1,1,1,1,NA,NA
4419,2,1,0,1,1,0,1,1,1,1,1,0,0,59.44,87.34,9999,0.33,0,0.67,0,NA,NA
4353,2,0,0,1,0,0,0,0,1,0,0,0,0,46.01,53.88,9999,0.33,0,0.78,0,NA,NA
3917,2,0,0,1,0,0,0,0,0,1,0,0,0,57.41,74.28,9999,0.67,0,0.44,0,NA,NA
1198,2,0,0,0,0,0,0,0,1,1,1,0,0,46.98,55.39,9999,0.67,0,0.78,0,NA,NA
3951,2,1,0,1,0,0,0,0,0,0,0,0,0,59.16,74.46,9999,9999,9999,9999,9999,NA,NA
1973,2,1,0,0,0,1,1,1,1,1,0,1,1,57.32,71.83,9999,1,1,1,1,NA,NA
5629,2,1,1,0,1,1,1,1,1,1,1,1,1,56.35,71.36,9999,1,1,1,1,NA,NA
1009,2,0,0,0,0,0,1,1,0,0,0,0,0,53.29,63.29,9999,0.33,0,0.56,0,NA,NA
4274,2,0,1,0,0,1,0,0,0,0,0,0,0,51.44,9999,9999,1,1,1,1,NA,NA
6675,2,0,0,1,0,0,1,0,1,0,0,0,0,67.59,83.16,9999,0,0,0.33,0,NA,NA
3187,2,1,1,0,1,1,0,1,0,0,0,0,0,41.2,46.49,9999,0,0,0,0,NA,NA
5239,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,40.34,9999,9999,9999,9999,9999,9999,NA,NA
3850,2,1,1,1,0,1,1,0,9999,9999,9999,9999,9999,36.63,9999,9999,1,1,1,1,NA,NA
4152,2,0,0,9999,9999,9999,9999,9999,1,1,1,1,1,9999,70.28,81.01,0.67,0,0.67,0,NA,NA
6050,2,1,1,1,1,0,0,1,0,1,0,1,0,32.73,40.08,9999,1,1,1,1,NA,NA
2873,2,0,1,1,0,0,1,1,9999,9999,9999,9999,9999,47.7,9999,9999,9999,9999,9999,9999,NA,NA
6390,2,0,0,0,0,0,1,0,0,0,0,0,0,35.81,49.56,9999,1,1,1,1,NA,NA
1623,2,1,1,0,0,0,0,1,9999,9999,9999,9999,9999,38.93,9999,9999,9999,9999,9999,9999,NA,NA
4150,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,46.99,9999,9999,9999,9999,9999,9999,NA,NA
1758,2,0,0,1,1,1,1,1,0,0,0,1,1,34.08,52.09,9999,9999,9999,9999,9999,NA,NA
